ortholog	gene	phenotype	taxon
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Decreased antibody level in blood	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Abnormality of the thymus	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Hypoplastic spleen	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Abnormal immunoglobulin level	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	perinatal lethality, complete penetrance	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	lethality throughout fetal growth and development, complete penetrance	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	thin ventricular wall	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	prenatal lethality, complete penetrance	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	lethality throughout fetal growth and development, incomplete penetrance	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal myocardial trabeculae morphology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal fetal cardiomyocyte proliferation	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal myocardium compact layer morphology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Anemia	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Abnormality of cardiovascular system physiology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Edema	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	increased mean systemic arterial blood pressure	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal chloride level	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Abnormality of the lymphatic system	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal renal tubule epithelium morphology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	postnatal lethality, incomplete penetrance	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal kidney outer medulla morphology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	kidney papillary atrophy	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal kidney outer medulla inner stripe morphology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	increased kidney apoptosis	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	dilated renal tubules	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal renal tubule morphology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	abnormal kidney pelvis morphology	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Failure to thrive	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Tubulointerstitial nephritis	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Abnormality of fluid regulation	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Renal dysplasia	Mus musculus
Nfat5	['NFAT5', 'nuclear factor of activated T-cells 5, tonicity-responsive']	Renal atrophy	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	prenatal lethality, complete penetrance	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased fetal size	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	postnatal lethality, incomplete penetrance	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Failure to thrive	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Decreased body weight	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	no abnormal phenotype detected	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased cell proliferation	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal pulmonary alveolus epithelial cell morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal lung epithelium morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Abnormality of the cell cycle	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Abnormality of the lung	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased hemolymphoid system tumor incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased lung adenoma incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	premature death	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased lung tumor incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased cell proliferation	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	small spleen	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal hematopoietic system physiology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	delayed wound healing	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased incidence of tumors by chemical induction	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal intestinal epithelium morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	delayed hair regrowth	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	tumor regression	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal epidermis stratum basale morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased tumor growth/size	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal mitosis	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Weight loss	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal lung development	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal tumor incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	enlarged lung	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Lung adenocarcinoma	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Non-small cell lung carcinoma	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased tumor incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased tumor incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	early cellular replicative senescence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	absent epidermis stratum granulosum	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal hair follicle bulge morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal skin condition	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	absent suprabasal layer	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	epidermal hyperplasia	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	thick skin	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	impaired wound healing	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal keratinocyte physiology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Skin ulcer	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Alopecia	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Abnormality of skin morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Abnormality of skin physiology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Hyperkeratosis	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased body size	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased susceptibility to autoimmune diabetes	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal bone marrow cell morphology/development	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal common myeloid progenitor cell morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	B lymphocytopenia	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal embryonic neuroepithelium morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased pre-B cell number	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased immature B cell number	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased adenocarcinoma incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased adenoma incidence	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	arrested B cell differentiation	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased B cell proliferation	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal germinal center B cell physiology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased transitional stage B cell number	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased marginal zone B cell number	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased germinal center B cell number	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased IgG3 level	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased IgG1 level	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	decreased spleen germinal center number	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	increased B cell apoptosis	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Increase in B cell number	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	abnormal crypts of Lieberkuhn morphology	Mus musculus
Polr2a	['POLR2A', 'polymerase (RNA) II (DNA directed) polypeptide A, 220kDa']	Abnormality of the intestine	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	abnormal palatal shelf fusion at midline	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Cleft palate	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	double outlet right ventricle with atrioventricular septal defect	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	double outlet right ventricle, Taussig bing type	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Micrognathia	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Abnormality of the aortic arch	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Right aortic arch	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Abnormality of the thymus	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Right ventricular hypertrophy	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Left ventricular hypertrophy	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Overriding aorta	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Atrioventricular canal defect	Mus musculus
Ap2b1	['AP2B1', 'adaptor-related protein complex 2, beta 1 subunit']	Perimembranous ventricular septal defect	Mus musculus
Ggnbp2	['GGNBP2', 'gametogenetin binding protein 2']	Lymphocytosis	Mus musculus
Ggnbp2	['GGNBP2', 'gametogenetin binding protein 2']	Leukocytosis	Mus musculus
Ggnbp2	['GGNBP2', 'gametogenetin binding protein 2']	preweaning lethality, incomplete penetrance	Mus musculus
Mllt6	MLLT6	no abnormal phenotype detected	Mus musculus
Mllt6	MLLT6	no abnormal phenotype detected	Mus musculus
Srcin1	SRCIN1	abnormal dendritic spine morphology	Mus musculus
Srcin1	SRCIN1	abnormal object recognition memory	Mus musculus
Srcin1	SRCIN1	reduced long term potentiation	Mus musculus
Srcin1	SRCIN1	reduced long term depression	Mus musculus
Srcin1	SRCIN1	impaired synaptic plasticity	Mus musculus
Srcin1	SRCIN1	abnormal CNS synaptic transmission	Mus musculus
Srcin1	SRCIN1	abnormal motor learning	Mus musculus
Srcin1	SRCIN1	abnormal excitatory postsynaptic potential	Mus musculus
Pip4k2b	PIP4K2B	neonatal lethality, complete penetrance	Mus musculus
Pip4k2b	PIP4K2B	decreased tumor incidence	Mus musculus
Pip4k2b	PIP4K2B	exencephaly	Mus musculus
Pip4k2b	PIP4K2B	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Pip4k2b	PIP4K2B	Spina bifida	Mus musculus
Pip4k2b	PIP4K2B	neonatal lethality, incomplete penetrance	Mus musculus
Pip4k2b	PIP4K2B	Failure to thrive	Mus musculus
Pip4k2b	PIP4K2B	Decreased body weight	Mus musculus
Pip4k2b	PIP4K2B	perinatal lethality, incomplete penetrance	Mus musculus
Pip4k2b	PIP4K2B	increased insulin sensitivity	Mus musculus
Pip4k2b	PIP4K2B	Abnormal circulating insulin level	Mus musculus
Pip4k2b	PIP4K2B	Osteopenia	Mus musculus
Pip4k2b	PIP4K2B	Short femur	Mus musculus
Pip4k2b	PIP4K2B	Abnormality of the vertebral spinous processes	Mus musculus
Pip4k2b	PIP4K2B	Adipose tissue loss	Mus musculus
Pip4k2b	PIP4K2B	decreased percent body fat/body weight	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	improved glucose tolerance	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	increased insulin sensitivity	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	postnatal lethality, complete penetrance	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	fat cell differentiation phenotype	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	Failure to thrive	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	Mortality/Aging	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	Hydrocephalus	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	Hypoglycemia	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	Abnormal glucose homeostasis	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	abnormal cerebral cortex morphology	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	abnormal hippocampus morphology	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	hypoactivity	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	aphagia	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	premature death	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	abnormal subcommissural organ morphology	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	Macrocephaly	Mus musculus
Socs7	['SOCS7', 'suppressor of cytokine signaling 7']	Hydrocephalus	Mus musculus
