gene	disease
NCBIGene:2130	Myxoid liposarcoma
NCBIGene:2130	Extraskeletal myxoid chondrosarcoma
NCBIGene:2130	Neuroectodermal Tumors, Primitive
NCBIGene:23543	salivary gland adenoid cystic carcinoma
NCBIGene:23543	Salivary Gland Neoplasms
NCBIGene:3560	Juvenile rheumatoid factor-negative polyarthritis
NCBIGene:3560	Oligoarticular juvenile arthritis
NCBIGene:3560	tuberculosis
NCBIGene:3560	rheumatoid arthritis
NCBIGene:3560	pneumonia
NCBIGene:3560	hypersensitivity reaction type I disease
NCBIGene:6663	Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease
NCBIGene:6663	Waardenburg Syndrome, Type 2E
NCBIGene:6663	Waardenburg Syndrome, Type 4C
NCBIGene:6663	Neurologic Waardenburg-Shah syndrome
NCBIGene:6663	Waardenburg-Shah syndrome
NCBIGene:6663	Kallmann syndrome
NCBIGene:6663	Waardenburg syndrome type 2
NCBIGene:6663	['Deaf blind hypopigmentation syndrome, Yemenite type', 'Yemenite Deaf-Blind Hypopigmentation Syndrome']
NCBIGene:6663	Waardenburg Syndrome, Type 4A
NCBIGene:6122	Mammary Neoplasms, Experimental
NCBIGene:6122	Carcinoma
NCBIGene:6122	Mammary Neoplasms, Animal
NCBIGene:9978	['Stevens-Johnson syndrome', 'Severe Cutaneous Adverse Reaction, Susceptibility to']
NCBIGene:23112	polycystic ovary syndrome
NCBIGene:6721	chronic kidney failure
NCBIGene:6721	stomach cancer
NCBIGene:6721	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:25830	peripheral nervous system disease
NCBIGene:27127	urinary bladder cancer
NCBIGene:9889	IgA glomerulonephritis
NCBIGene:23774	salivary gland adenoid cystic carcinoma
NCBIGene:3730	Kallmann syndrome
NCBIGene:3730	Hypogonadotropic Hypogonadism 1 With or Without Anosmia
NCBIGene:3730	Isolated Gonadotropin-Releasing Hormone (GnRH) Deficiency
NCBIGene:3730	Normosmic congenital hypogonadotropic hypogonadism
NCBIGene:6907	Child Development Disorders, Pervasive
NCBIGene:9758	DELXP22.11
NCBIGene:51311	contact dermatitis
NCBIGene:51311	IgA glomerulonephritis
NCBIGene:8233	['juvenile myelomonocytic leukemia', 'Juvenile Myelomonocytic Leukemia']
NCBIGene:59272	endomyocardial fibrosis
NCBIGene:59272	Abortion, Spontaneous
NCBIGene:9185	breast cancer
NCBIGene:10149	Osteoarthritis
NCBIGene:10389	['medulloblastoma', 'Medulloblastoma']
NCBIGene:30011	Colonic Neoplasms
NCBIGene:5422	['N syndrome', 'N Syndrome']
NCBIGene:139411	DELXP22.11
NCBIGene:139411	Child Development Disorders, Pervasive
NCBIGene:139411	intellectual disability
NCBIGene:139411	autistic disorder
NCBIGene:139411	Mental Retardation, X-Linked
NCBIGene:9468	Arthritis, Juvenile
NCBIGene:9282	endometriosis
NCBIGene:4129	Alzheimer's disease
NCBIGene:4129	megaloblastic anemia
NCBIGene:4129	endometriosis
NCBIGene:4129	Hypotension
NCBIGene:4129	["Huntington's disease", 'Huntington Disease']
NCBIGene:4129	Colonic Neoplasms
NCBIGene:4129	['phaeochromocytoma', 'Pheochromocytoma']
NCBIGene:4129	Parkinson's disease
NCBIGene:4129	Schizophrenia
NCBIGene:4129	hepatic encephalopathy
NCBIGene:4129	autistic disorder
NCBIGene:1654	Mental Retardation, X-Linked 102
NCBIGene:1654	Precursor T-cell acute lymphoblastic leukemia
NCBIGene:1654	Lymphoma, T-Cell
NCBIGene:1654	Osteoarthritis
NCBIGene:1654	IgA glomerulonephritis
NCBIGene:7030	['alveolar soft part sarcoma', 'Alveolar Soft Part Sarcoma']
NCBIGene:7030	['Translocation renal cell carcinoma', 'Renal Cell Carcinoma, Xp11-Associated']
NCBIGene:7030	Epithelioid hemangioendothelioma
NCBIGene:7030	Alveolar soft part sarcoma
NCBIGene:7030	Renal cell carcinoma
NCBIGene:7030	['papillary renal cell carcinoma', 'Renal Cell Carcinoma, Papillary, 1']
NCBIGene:11152	['Beta-propeller protein-associated neurodegeneration', 'Neurodegeneration With Brain Iron Accumulation 5']
NCBIGene:11152	Neurodegeneration with brain iron accumulation (NBIA)
NCBIGene:28952	3C syndrome
NCBIGene:4478	Arthritis, Juvenile
NCBIGene:4478	Osteoarthritis
NCBIGene:4478	Myocardial Ischemia
NCBIGene:56159	SPGFX2
NCBIGene:56159	Male infertility with azoospermia or oligozoospermia due to single gene mutation
NCBIGene:4841	['Translocation renal cell carcinoma', 'Renal Cell Carcinoma, Xp11-Associated']
NCBIGene:1741	non-syndromic X-linked intellectual disability
NCBIGene:1741	Mental Retardation, X-Linked 90
NCBIGene:1741	Mental Retardation, X-Linked
NCBIGene:51132	prostate cancer
NCBIGene:27328	Alzheimer's disease
NCBIGene:2717	['Fabry disease', 'Fabry Disease']
NCBIGene:2717	Fabry Disease
NCBIGene:2717	Cardiomyopathy, Familial Hypertrophic, 1
NCBIGene:2717	hypertrophic cardiomyopathy
NCBIGene:2717	Cardiomyopathy, Hypertrophic, Familial
NCBIGene:2717	Hypertrophic Cardiomyopathy Overview
NCBIGene:9949	AMMEC
NCBIGene:11043	Mental Retardation, X-Linked 101
NCBIGene:11043	non-syndromic X-linked intellectual disability
NCBIGene:7224	hypertension
NCBIGene:5358	X-linked osteoporosis with fractures
NCBIGene:5358	Osteoarthritis
NCBIGene:3597	IgA glomerulonephritis
NCBIGene:57187	Mental Retardation, X-Linked 12
NCBIGene:10735	urinary bladder cancer
NCBIGene:10735	myeloid leukemia
NCBIGene:10735	transitional cell carcinoma
NCBIGene:10735	Leukemia, Megakaryoblastic, of Down Syndrome
NCBIGene:63035	salivary gland adenoid cystic carcinoma
NCBIGene:2239	Wilms Tumor 1
NCBIGene:2239	['Simpson-Golabi-Behmel syndrome', 'Simpson-Golabi-Behmel Syndrome, Type 1']
NCBIGene:2239	Craniofacial Abnormalities
NCBIGene:633	rheumatoid arthritis
NCBIGene:3654	Pediatric systemic lupus erythematosus
NCBIGene:3654	rheumatoid arthritis
NCBIGene:3654	Hypoxia-Ischemia, Brain
NCBIGene:3654	coronary artery disease
NCBIGene:5973	dilated cardiomyopathy
NCBIGene:393	Human immunodeficiency virus infectious disease
NCBIGene:6134	Autism, Susceptibility To, X-Linked 5
NCBIGene:6134	Autism Spectrum Disorders
NCBIGene:6134	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:6134	autistic disorder
NCBIGene:6134	prostate cancer
NCBIGene:55558	Endometrial Neoplasms
NCBIGene:4354	adenocarcinoma
NCBIGene:4354	lung benign neoplasm
