Trait	Match	Match Label	Second Match	Second Label	Third Match	Third Label
Tyrosine kinase inhibitor response	GO:0038076PHENOTYPE	MAP kinase kinase activity involved in innate immune response phenotype	ZP:0013407	abnormal(ly) occurrence non-membrane spanning protein tyrosine kinase activity	GO:0007169PHENOTYPE	transmembrane receptor protein tyrosine kinase signaling pathway phenotype
FABRY DISEASE	OMIM:301500	Fabry disease	DOID:14499	Fabry disease	Orphanet:275752	Sickle cell disease and related diseases
iron accumulation in brain	OMIM:610217	Neurodegeneration With Brain Iron Accumulation 2B	OMIM:256600	Neurodegeneration With Brain Iron Accumulation 2A	OMIM:234200	Neurodegeneration With Brain Iron Accumulation 1
Pancreatic adenocarcinoma	DOID:4074	pancreas adenocarcinoma	DOID:3497	pancreatic signet ring cell adenocarcinoma	MP:0009151	increased pancreatic ductal adenocarcinoma incidence
Cardiomyopathy, familial hypertrophic	OMIM:115197	Cardiomyopathy, Familial Hypertrophic, 4	OMIM:608758	Cardiomyopathy, Familial Hypertrophic, 10	OMIM:608751	Cardiomyopathy, Familial Hypertrophic, 8
BETA-ZERO-THALASSEMIA
Atypical Rett syndrome	Orphanet:3095	Atypical Rett syndrome	OMIM:312750	Rett Syndrome	OMIM:613454	Rett Syndrome, Congenital Variant
Holoprosencephaly	OMIM:610829	Holoprosencephaly 9	OMIM:236100	Holoprosencephaly 1	OMIM:157170	Holoprosencephaly 2
Multiple endocrine neoplasia, type 1	OMIM:131100	multiple endocrine neoplasia type 1	DOID:10017	multiple endocrine neoplasia type 1	OMIM:162300	multiple endocrine neoplasia type 2B
Megaloblastic anemia due to inborn errors of metabolism	Orphanet:98396	Constitutional megaloblastic anemia due to vitamin B12 metabolism disorder	Orphanet:98408	Constitutional megaloblastic anemia due to folate metabolism disorder	MESH:D043202	Steroid Metabolism, Inborn Errors
Glycogen storage disease, type II	OMIM:232300	glycogen storage disease II	OMIA:000419-93934	Glycogen storage disease II in Japanese quail	OMIA:000419-9685	Glycogen storage disease II in domestic cat
Glaucoma 1, open angle, F	OMIM:603383	Glaucoma 1, Open Angle, F	MESH:C566383	Glaucoma 1, Open Angle, F	OMIM:609745	Glaucoma 1, Open Angle, 1
AGAMMAGLOBULINEMIA, X-LINKED	OMIM:300755	Agammaglobulinemia, X-Linked	OMIM:300310	Agammaglobulinemia, X-Linked, Type 2	Orphanet:47	X-linked agammaglobulinemia
PHENYLKETONURIA	OMIM:261600	Phenylketonuria	DOID:9281	phenylketonuria	Orphanet:79254	Classical phenylketonuria
Mental retardation, X-linked, syndromic 13	OMIM:300055	Mental Retardation, X-Linked, Syndromic 13	MESH:C563139	Mental Retardation, X-Linked, Syndromic 13	OMIM:300354	Mental Retardation, X-Linked, Syndromic, Cabezas Type
Hereditary cutaneous melanoma	OMIM:155600	Melanoma, Cutaneous Malignant, Susceptibility To, 1	OMIM:614456	Melanoma, Cutaneous Malignant, Susceptibility To, 8	OMIA:000633-9825	Cutaneous malignant melanoma in Sinclair swine
Global developmental delay	HP:0001263	Global developmental delay	Orphanet:73223	Global developmental delay - osteopenia - ectodermal defect	HP:0012736	Profound global developmental delay
Fanconi anemia, complementation group O	OMIM:613390	Fanconi Anemia, Complementation Group O	OMIM:227650	Fanconi Anemia, Complementation Group a	OMIM:227646	Fanconi Anemia, Complementation Group D2
Congenital secretory diarrhea, chloride type	OMIM:214700	congenital secretory chloride diarrhea 1	DOID:0060296	congenital secretory chloride diarrhea 1	Orphanet:53689	Congenital chloride diarrhea
Beta Thalassemia	DOID:12241	beta thalassemia	OMIM:187550	Thalassemia, Beta+, Silent Allele	DOID:10241	thalassemia
Microcephaly 9, primary, autosomal recessive	OMIM:614852	Microcephaly 9, Primary, Autosomal Recessive	OMIM:251200	Microcephaly 1, Primary, Autosomal Recessive	OMIM:608393	Microcephaly 6, Primary, Autosomal Recessive
Familial Hypercholesterolemia	OMIM:143890	Hypercholesterolemia, Familial	DOID:13810	familial hypercholesterolemia	Orphanet:391665	Homozygous familial hypercholesterolemia
Dannon Disease	Orphanet:275752	Sickle cell disease and related diseases	Orphanet:98291	Lymphoproliferative disease associated with primary immune disease	Orphanet:264968	Secondary interstitial lung disease in childhood and adulthood associated with a metabolic disease
CHARGE syndrome	OMIM:214800	CHARGE syndrome	DOID:0050834	CHARGE syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
cardiomyopathy	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism	OMIM:115200	Cardiomyopathy, Dilated, 1A	DOID:397	restrictive cardiomyopathy
Breast cancer	DOID:1612	breast cancer	OMIM:114480	Breast Cancer	DOID:11889	female breast nipple and areola cancer
LAM	OMIM:606690	lymphangioleiomyomatosis
Charcot-Marie-Tooth disease, type IV	DOID:2916	hypersensitivity reaction type IV disease	OMIM:604563	Charcot-Marie-Tooth disease type 4B2	OMIM:607831	Charcot-Marie-Tooth Disease, Axonal, Type 2K
Primary hyperoxaluria, type II	OMIA:000821	Primary hyperoxaluria type II (Oxalosis II)	OMIA:000821-9685	Primary hyperoxaluria type II (Oxalosis II) in domestic cat	OMIM:613616	Primary hyperoxaluria type 3
Muscle eye brain disease	OMIM:614830	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 8	OMIM:253280	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 3	OMIM:615181	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 11
Homocysteinemia due to MTHFR deficiency	OMIM:611126	Mitochondrial Complex 1 Deficiency Due to Acad9 Deficiency	Orphanet:308400	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	Orphanet:308393	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B
Myopathy, distal, 1	OMIM:160500	Myopathy, Distal, 1	OMIM:604454	Distal myopathy, Welander type	OMIM:614065	Myopathy, Distal, 4
Hereditary non-polyposis colon cancer	Orphanet:144	Hereditary nonpolyposis colon cancer	OMIM:246470	Leukemia, Acute Myelocytic, With Polyposis Coli and Colon Cancer	DOID:218	ascending colon cancer
BETA-PLUS-THALASSEMIA
Arrhythmia	HP:0011675	Arrhythmia	OMIM:171480	Phocomelia-Ectrodactyly, Ear Malformation, Deafness, and Sinus Arrhythmia	OMIM:600919	Cardiac Arrhythmia, Ankyrin-B-Related
Primary hyperoxaluria, type III	OMIM:613616	Primary hyperoxaluria type 3	OMIM:260000	Primary hyperoxaluria type 2	OMIM:259900	Primary hyperoxaluria type 1
OSTEOGENESIS IMPERFECTA, TYPE II	OMIM:166210	Osteogenesis Imperfecta, Type 2	OMIM:166200	Osteogenesis Imperfecta, Type 1	OMIM:259420	Osteogenesis Imperfecta, Type 3
Niemann-Pick disease type C1	OMIM:257220	Niemann-Pick Disease, Type C1	MESH:C564941	Niemann-Pick Disease, Type C1	OMIM:607616	Niemann-Pick Disease, Type B
Marfan's syndrome	DOID:14323	Marfan syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome	Orphanet:138063	Syndrome associated with Pierre Robin syndrome
Hereditary pancreatitis	OMIM:167800	Pancreatitis, Hereditary	Orphanet:676	Hereditary chronic pancreatitis	OMIA:001403	Pancreatitis, hereditary
Alternating hemiplegia of childhood 2	OMIM:614820	Alternating Hemiplegia of Childhood 2	OMIM:104290	Alternating Hemiplegia of Childhood 1	Orphanet:209973	Benign familial nocturnal alternating hemiplegia of childhood
THROMBOPHILIA DUE TO ANTITHROMBIN III DEFICIENCY	DOID:3755	antithrombin III deficiency	OMIM:613116	Thrombophilia Due to Histidine-Rich Glycoprotein Deficiency	OMIM:612304	Thrombophilia Due to Protein C Deficiency, Autosomal Recessive
Skeletal dysplasia	OMIM:151210	Platyspondylic Lethal Skeletal Dysplasia, Torrance Type	OMIM:609047	Skeletal Dysplasia, Rhizomelic, With Retinitis Pigmentosa	OMIM:200900	Short-limb skeletal dysplasia with severe combined immunodeficiency
PORPHYRIA, ACUTE INTERMITTENT	OMIM:176000	acute intermittent porphyria	OMIA:001493-9685	Porphyria, acute intermittent in domestic cat	OMIA:001493	Porphyria, acute intermittent
Aceruloplasminemia	OMIM:604290	aceruloplasminemia	DOID:0050711	aceruloplasminemia
Rett syndrome, congenital variant	OMIM:613454	Rett Syndrome, Congenital Variant	OMIM:312750	Rett Syndrome	Orphanet:3095	Atypical Rett syndrome
Lysinuric protein intolerance	OMIM:222700	lysinuric protein intolerance	DOID:0060439	lysinuric protein intolerance	HP:0001984	Intolerance to protein
LESCH-NYHAN SYNDROME	OMIM:300322	Lesch-Nyhan Syndrome	DOID:1919	Lesch-Nyhan syndrome	MESH:C564535	Lesch-Nyhan Syndrome
Charcot-Marie-Tooth disease, type 2	Orphanet:101076	X-linked Charcot-Marie-Tooth disease type 2	Orphanet:324611	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation	Orphanet:401964	Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons
Cardiomyopathy, dilated, 1A	OMIM:115200	Cardiomyopathy, Dilated, 1A	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism	DOID:12930	dilated cardiomyopathy
Cardiomyopathy, dilated	OMIM:212112	Dilated cardiomyopathy - hypergonadotropic hypogonadism	OMIM:115200	Cardiomyopathy, Dilated, 1A	DOID:12930	dilated cardiomyopathy
X-linked Hypohidrotic ectodermal dysplasia	OMIA:000543-9615	Ectodermal dysplasia, X-linked, X-linked hypohidrotic ectode	OMIM:305100	Ectodermal Dysplasia 1, Hypohidrotic, X-Linked	Orphanet:181	X-linked hypohidrotic ectodermal dysplasia
Wilson Disease	OMIM:277900	Wilson disease	OMIA:001071	Wilson disease	OMIA:001071-9940	Wilson disease in sheep
Pseudohypoaldosteronism, type 2	Orphanet:757	Pseudohypoaldosteronism type 2	OMIM:177735	Pseudohypoaldosteronism, Type I, Autosomal Dominant	OMIM:614495	Pseudohypoaldosteronism type 2D
Lowe syndrome	OMIM:309000	oculocerebrorenal syndrome	MP:0002594	low mean erythrocyte cell number	Orphanet:255249	Leigh syndrome with nephrotic syndrome
Limb-girdle muscular dystrophy, type 2A	OMIM:253600	Muscular Dystrophy, Limb-Girdle, Type 2A	Orphanet:267	Autosomal recessive limb-girdle muscular dystrophy type 2A	MESH:C535895	Muscular Dystrophy, Limb-Girdle, Type 2A
Leigh syndrome	OMIM:256000	Leigh Syndrome	OMIM:220111	Leigh Syndrome, French Canadian Type	Orphanet:255249	Leigh syndrome with nephrotic syndrome
AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED	Orphanet:271861	Familial transthyretin-related amyloidosis	Orphanet:100006	Hereditary cerebral hemorrhage with amyloidosis, Dutch type	Orphanet:100008	Hereditary cerebral hemorrhage with amyloidosis, Icelandic type
RETINITIS PIGMENTOSA 4	OMIM:613731	Retinitis Pigmentosa 4	MESH:C566706	Retinitis Pigmentosa 4	DOID:10584	retinitis pigmentosa
Mucolipidosis III Alpha/Beta
Microcephaly 2, primary, autosomal recessive, with or without cortical malformations	OMIM:604317	Microcephaly 2, Primary, Autosomal Recessive, With or Without Cortical Malformations	MESH:C565794	Microcephaly 2, Primary, Autosomal Recessive, With or Without Cortical Malformations	OMIM:251200	Microcephaly 1, Primary, Autosomal Recessive
MEN2A and FMTC	OMIM:171400	multiple endocrine neoplasia type 2A
Hypercholesterolaemia	OMIA:000499-9615	Hypercholesterolaemia in dog	OMIA:000499	Hypercholesterolaemia	OMIA:001567-9986	Hypercholesterolaemia, Kurosawa and Kusanagi in rabbit
Familial aplasia of the vermis	OMIM:213010	Cerebellar Vermis Aplasia With Associated Features Suggesting Smith-Lemli-Opitz Syndrome and Meckel Syndrome	MESH:C565867	Cerebellar Vermis Aplasia With Associated Features Suggesting Smith-Lemli-Opitz Syndrome and Meckel Syndrome	HP:0007063	Aplasia of the inferior half of the cerebellar vermis
Adrenoleukodystrophy	DOID:10588	adrenoleukodystrophy	OMIM:300100	Adrenoleukodystrophy	Orphanet:44	Neonatal adrenoleukodystrophy
SCID	OMIM:102700	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Negative, Due to Adenosine Deaminase Deficiency	OMIM:209920	MHC class II deficiency	OMIM:611291	Severe Combined Immunodeficiency With Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation
RRM2B-related mitochondrial disease	Orphanet:68380	Mitochondrial disease	Orphanet:324525	Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation	DOID:700	mitochondrial metabolism disease
MODY3	OMIM:600496	Maturity-Onset Diabetes of the Young, Type 3
Leber Hereditary Optic Neuropathy	DOID:705	leber hereditary optic neuropathy	MESH:D029242	Optic Atrophy, Hereditary, Leber	OMIM:500001	Leber Optic Atrophy and Dystonia
Intellectual disability	HP:0001249	Intellectual disability	Orphanet:1947	Progressive epilepsy - intellectual disability, Finnish type	Orphanet:2649	Short stature - intellectual disability - eye anomalies - cleft lip/palate
Hyperekplexia	OMIM:614618	Hyperekplexia 3	OMIM:614619	Hyperekplexia 2	OMIM:149400	Hyperekplexia, Hereditary 1
TAY-SACHS DISEASE	OMIM:272800	Tay-Sachs disease	OMIM:272750	Tay-Sachs disease AB variant	Orphanet:309239	Tay-Sachs disease, B1 variant
See Cases	UBERON:0018657PHENOTYPE	pupal case phenotype
Nephronophthisis	OMIM:606966	Nephronophthisis 4	OMIM:256100	Nephronophthisis 1	OMIM:604387	Nephronophthisis 3
Microcephaly 1, primary, autosomal recessive	OMIM:251200	Microcephaly 1, Primary, Autosomal Recessive	MESH:C565384	Microcephaly 1, Primary, Autosomal Recessive	OMIM:608393	Microcephaly 6, Primary, Autosomal Recessive
LIPOPROTEIN LIPASE DEFICIENCY	OMIM:238600	familial lipoprotein lipase deficiency	DOID:14118	familial lipoprotein lipase deficiency	OMIM:118830	Chylomicronemia, Familial, Due to Circulating Inhibitor of Lipoprotein Lipase
Deafness, autosomal recessive 9	OMIM:601071	Deafness, Autosomal Recessive 9	MESH:C563396	Deafness, Autosomal Recessive 9	OMIM:614852	Microcephaly 9, Primary, Autosomal Recessive
Spastic paraplegia	OMIM:270750	Spastic Paraplegia 23	OMIM:270685	Autosomal dominant spastic paraplegia type 17	OMIM:604360	Autosomal recessive spastic paraplegia type 11
Metachromatic leukodystrophy	OMIM:250100	Metachromatic Leukodystrophy	OMIM:249900	Metachromatic Leukodystrophy Due to Saposin B Deficiency	OMIM:156310	Metachromatic Leukodystrophy, Adult-Onset, With Normal Arylsulfatase a
GYRATE ATROPHY OF CHOROID AND RETINA	OMIA:001774	Gyrate atrophy of choroid and retina	OMIA:001774-9685	Gyrate atrophy of choroid and retina in domestic cat	Orphanet:98942	Coloboma of choroid and retina
Charcot-Marie-Tooth disease, type IB	OMIM:604563	Charcot-Marie-Tooth disease type 4B2	OMIM:607831	Charcot-Marie-Tooth Disease, Axonal, Type 2K	OMIM:118210	Charcot-Marie-Tooth Disease, Axonal, Type 2A1
Carnitine Palmitoyltransferase IA Deficiency	OMIM:255110	Carnitine Palmitoyltransferase 2 Deficiency, Late-Onset	OMIM:600649	Carnitine Palmitoyltransferase 2 Deficiency, Infantile	OMIM:608836	Carnitine Palmitoyltransferase 2 Deficiency, Lethal Neonatal
BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1	OMIM:604370	Breast-Ovarian Cancer, Familial, Susceptibility To, 1	OMIM:612555	Breast-Ovarian Cancer, Familial, Susceptibility To, 2	OMIM:614291	Breast-Ovarian Cancer, Familial, Susceptibility To, 4
Bloom's Syndrome	OMIM:210900	Bloom syndrome	DOID:2717	Bloom syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
Arrhythmogenic right ventricular cardiomyopathy 9	DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	OMIM:609040	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9	OMIA:000878	Arrhythmogenic right ventricular cardiomyopathy
Very long chain acyl-CoA dehydrogenase deficiency	OMIM:201475	Very long chain acyl-CoA dehydrogenase deficiency	MESH:C536353	Very long chain acyl-CoA dehydrogenase deficiency	Orphanet:99900	Long chain acyl-CoA dehydrogenase deficiency
Ornithine aminotransferase deficiency	DOID:0060174	GABA aminotransferase deficiency	OMIM:311250	ornithine carbamoyltransferase deficiency	OMIM:238970	ornithine translocase deficiency
Microcephaly 3, primary, autosomal recessive	OMIM:604804	Microcephaly 3, Primary, Autosomal Recessive	MESH:C565746	Microcephaly 3, Primary, Autosomal Recessive	OMIM:251200	Microcephaly 1, Primary, Autosomal Recessive
MARFAN SYNDROME	OMIM:154700	Marfan syndrome type 1	OMIA:000628-9913	Marfan Syndrome	OMIA:000628	Marfan syndrome
Keratoconus 1	OMIM:148300	Keratoconus 1	MESH:C563649	Keratoconus 1	DOID:10428	stable condition keratoconus
GAUCHER DISEASE, TYPE I	OMIA:000405-9615	Gaucher disease, type I in dog	OMIA:000405	Gaucher disease, type I	OMIA:000405-9940	Gaucher disease, type I in sheep
Bladder cancer	DOID:11820	bladder dome cancer	DOID:11813	bladder trigone cancer	DOID:7315	Jewett-Marshall bladder cancer
Bietti Crystalline Dystrophy	OMIM:210370	Bietti crystalline corneoretinal dystrophy	MESH:C535440	Bietti Crystalline Dystrophy	Orphanet:41751	Bietti crystalline dystrophy
Bardet-Biedl Syndrome	OMIM:615992	Bardet-Biedl Syndrome 15	OMIM:615991	Bardet-Biedl Syndrome 14	OMIM:615990	Bardet-Biedl Syndrome 13
AMYOTROPHIC LATERAL SCLEROSIS 1	OMIM:105400	amyotrophic lateral sclerosis type 1	OMIM:105550	Frontotemporal Dementia And/Or Amyotrophic Lateral Sclerosis 1	DOID:0060193	amyotrophic lateral sclerosis type 1
TK2-Related Mitochondrial DNA Depletion Syndrome, Myopathic Form	Orphanet:254875	Mitochondrial DNA depletion syndrome, myopathic form	MESH:C563698	Mitochondrial DNA depletion syndrome, myopathic form	OMIM:609560	Mitochondrial Dna Depletion Syndrome 2 (Myopathic Type)
Pitt-Hopkins syndrome	OMIM:610954	Pitt-Hopkins syndrome	MESH:C537403	Pitt-Hopkins syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
Chondrodysplasia punctata, X-linked dominant	OMIM:302960	Chondrodysplasia Punctata 2, X-Linked Dominant	Orphanet:35173	X-linked dominant chondrodysplasia punctata	MESH:C538416	Chondrodysplasia Punctata 2, X-Linked Dominant
Ceroid lipofuscinosis neuronal 5	OMIA:001482-9615	Neuronal ceroid lipofuscinosis, 5 in dog	OMIA:001482-9940	Neuronal ceroid lipofuscinosis, 5 in sheep	OMIA:001482-9913	Neuronal ceroid lipofuscinosis, 5 in cattle
Brown-Vialetto-Van laere syndrome	OMIM:614707	Brown-Vialetto-Van Laere Syndrome 2	OMIM:211530	Brown-Vialetto-Van Laere Syndrome 1	DOID:0050694	Brown-Vialetto-Van Laere syndrome
Severe combined immunodeficiency due to ADA deficiency	OMIM:102700	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Negative, Due to Adenosine Deaminase Deficiency	Orphanet:277	Severe combined immunodeficiency due to adenosine deaminase deficiency	Orphanet:275	Severe combined immunodeficiency due to DCLRE1C deficiency
PTEN hamartoma tumor syndrome	MESH:C566636	Pten Hamartoma Tumor Syndrome With Granular Cell Tumor	Orphanet:306498	PTEN hamartoma tumor syndrome	Orphanet:79386	Rare skin tumor or hamartoma
NEUROFIBROMATOSIS, TYPE I	ZP:0002325	abnormal(ly) decreased amount cranial cartilage collagen type I trimer	OMIM:162260	Neurofibromatosis, Type Iii, Mixed Central and Peripheral	OMIM:101000	Neurofibromatosis, Type 2
Neoplasm of ovary	DOID:3002	ovary neuroendocrine neoplasm	DOID:4000	ovary transitional cell carcinoma	OMIM:166950	dermoid cyst of ovary
Neonatal Diabetes Mellitus	OMIM:606176	Diabetes Mellitus, Permanent Neonatal	OMIM:610374	Diabetes Mellitus, Transient Neonatal, 2	OMIM:610582	Diabetes Mellitus, Transient Neonatal, 3
MISMATCH REPAIR CANCER SYNDROME	OMIM:276300	Mismatch Repair Cancer Syndrome	MESH:C536928	Mismatch Repair Cancer Syndrome	Orphanet:252202	Constitutional mismatch repair deficiency syndrome
