disease	disease_label	model_gene	gene_label	model_gene_taxon	owlsim_score	owlsim_rank	models	disease_pheno_count	disease_gene_count	modgene_pheno_count	isLeafNode
DOID:1339	Diamond-Blackfan anemia	ZFIN:ZDB-GENE-030131-5161	rpl5a	Zebrafish	48	4	1	157	35	16	false
OMIM:214450	Griscelli syndrome type 1	MGI:105976	Myo5a	Mouse	56	4	2	19	1	44	true
OMIM:254450	Myelofibrosis	MGI:96629	Jak2	Mouse	72	4	1	53	11	67	false
OMIM:256710	Neuroectodermal melanolysosomal disease	MGI:105976	Myo5a	Mouse	51	4	1	27	1	44	true
OMIM:165720	Osteoarthritis susceptibility 1	MGI:1328350	Matn3	Mouse	56	4	1	2	1	11	true
OMIM:263700	Congenital erythropoietic porphyria	MGI:98917	Uros	Mouse	68	4	3	45	2	34	true
OMIM:601457	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Positive	MGI:97849	Rag2	Mouse	51	4	1	14	2	79	true
OMIM:307800	Hypophosphatemic Rickets, X-Linked Dominant	MGI:107489	Phex	Mouse	59	4	18	32	2	113	true
OMIM:274700	Iodotyrosyl coupling defect	MGI:98733	Tg	Mouse	42	4	1	5	1	15	true
OMIM:162500	Neuropathy, Hereditary, With Liability to Pressure Palsies	MGI:97631	Pmp22	Mouse	57	4	3	13	2	40	true
OMIM:268400	Rothmund-Thomson Syndrome	MGI:88039	Apc	Mouse	59	4	1	215	3	213	false
OMIM:601547	Cataract 3, Multiple Types	MGI:88519	Crybb2	Mouse	64	4	3	3	1	12	true
DOID:3012	Li-Fraumeni syndrome	ZFIN:ZDB-GENE-990415-270	tp53	Zebrafish	46	4	2	47	7	42	false
OMIM:106190	Anhidrosis, Isolated, With Normal Sweat Glands	MGI:99418	Itpr2	Mouse	44	4	1	3	1	3	true
DOID:0060250	idiopathic scoliosis	ZFIN:ZDB-GENE-050522-216	ptk7a	Zebrafish	59	4	1	1	2	24	false
OMIM:181440	Scheuermann Disease	MGI:97311	Nfix	Mouse	56	4	1	26	0	42	true
OMIM:608971	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Positive, Nk Cell-Positive	MGI:99928	Jak3	Mouse	48	4	2	10	5	90	false
OMIM:262400	Isolated Growth Hormone Deficiency, Type 1A	MGI:95709	Ghrh	Mouse	71	4	1	5	5	9	true
OMIM:155255	medulloblastoma	MGI:1335098	Lig4	Mouse	63	4	1	52	46	79	false
OMIM:604290	Aceruloplasminemia	MGI:88476	Cp	Mouse	51	4	3	25	2	38	false
OMIM:257220	Niemann-Pick Disease, Type C1	MGI:1097712	Npc1	Mouse	53	4	16	26	1	136	true
OMIM:193300	Von Hippel-Lindau Syndrome	MGI:103223	Vhl	Mouse	57	4	16	46	2	126	true
OMIM:609192	Loeys-Dietz Syndrome 1	MGI:98726	Tgfb2	Mouse	70	4	2	36	1	121	true
OMIM:604292	Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	MGI:1330810	Trp63	Mouse	61	4	3	49	1	141	true
OMIM:253000	Mucopolysaccharidosis, Type 4A	MGI:1355303	Galns	Mouse	53	4	2	35	1	8	true
OMIM:219700	Cystic Fibrosis	MGI:88388	Cftr	Mouse	67	4	17	182	22	114	false
OMIM:604498	Amegakaryocytic Thrombocytopenia, Congenital	MGI:97076	Mpl	Mouse	66	4	1	15	1	23	true
OMIM:263300	polycythemia vera	MGI:96629	Jak2	Mouse	65	4	5	91	5	67	false
OMIM:182900	Spherocytosis, Type 1	MGI:95402	Epb42	Mouse	81	4	1	7	1	13	true
DOID:2394	ovarian cancer	ZFIN:ZDB-GENE-060510-3	brca2	Zebrafish	50	4	1	429	148	13	false
OMIM:153100	Lymphedema, Hereditary, 1A	MGI:95561	Flt4	Mouse	42	4	1	8	1	28	true
OMIM:105830	Angelman syndrome	MGI:105098	Ube3a	Mouse	50	4	4	77	13	50	false
OMIM:259420	Osteogenesis imperfecta type 3	MGI:1927578	Smpd3	Mouse	60	4	1	25	11	69	true
OMIM:601144	Brugada Syndrome 1	MGI:98251	Scn5a	Mouse	58	4	2	3	1	39	true
OMIM:203800	Alstrom syndrome	MGI:1934606	Alms1	Mouse	59	4	3	93	1	43	true
OMIM:165720	Osteoarthritis susceptibility 1	MGI:88465	Col9a1	Mouse	56	4	1	2	1	13	true
OMIM:260400	Shwachman-Diamond syndrome	ZFIN:ZDB-GENE-040426-1116	sbds	Zebrafish	44	4	4	46	1	23	true
OMIM:601419	Myofibrillar myopathy 1	MGI:1344412	Ldb3	Mouse	50	4	1	15	1	39	true
OMIM:146110	Hypogonadotropic Hypogonadism 7 With or Without Anosmia	MGI:95790	Gnrhr	Mouse	59	4	1	9	10	65	false
OMIM:191100	Tuberous Sclerosis 1	MGI:1929183	Tsc1	Mouse	50	4	10	31	3	117	true
OMIM:614619	Hyperekplexia 2	MGI:95751	Glrb	Mouse	67	4	1	3	1	32	true
OMIM:210900	Bloom syndrome	MGI:88039	Apc	Mouse	60	4	1	73	2	213	true
OMIM:231200	Bernard Soulier syndrome	MGI:1333744	Gp1ba	Mouse	60	4	1	26	4	4	false
OMIM:272460	Spondylocarpotarsal Synostosis Syndrome	MGI:2446089	Flnb	Mouse	54	4	2	34	1	79	false
OMIM:104300	Alzheimer Disease	MGI:1202296	Sorl1	Mouse	48	4	1	5	14	8	true
OMIM:604772	Ventricular Tachycardia, Catecholaminergic Polymorphic, 1, With or Without Atrial Dysfunction And/Or Dilated Cardiomyopathy	MGI:99685	Ryr2	Mouse	63	4	8	5	5	67	true
OMIM:600059	Retinitis Pigmentosa 13	MGI:2179381	Prpf8	Mouse	58	4	2	6	1	2	true
OMIM:239200	Neonatal severe hyperparathyroidism	MGI:1351351	Casr	Mouse	76	4	1	27	1	53	false
OMIM:152700	Systemic Lupus Erythematosus	MGI:104669	Man2a1	Mouse	69	4	1	13	11	25	true
OMIM:200610	Achondrogenesis, Type 2	MGI:88452	Col2a1	Mouse	57	4	1	36	2	148	false
OMIM:253260	Biotinidase deficiency	MGI:1347001	Btd	Mouse	54	4	1	51	1	16	false
OMIM:166210	Osteogenesis imperfecta, recessive perinatal lethal	MGI:1927578	Smpd3	Mouse	57	4	1	21	5	69	false
OMIM:606763	Ciliary dyskinesia, primary, 2	MGI:3588207	Dnaaf3	Mouse	64	4	1	12	1	13	true
OMIM:177735	Pseudohypoaldosteronism, Type I, Autosomal Dominant	MGI:99459	Nr3c2	Mouse	67	4	1	13	1	36	true
OMIM:168600	Parkinson Disease, Late-Onset	MGI:2442230	Mfn2	Mouse	53	4	1	22	18	54	true
OMIM:601859	Autoimmune lymphoproliferative syndrome	MGI:99255	Fasl	Mouse	54	4	1	26	2	83	true
OMIM:219000	Fraser syndrome	MGI:2385368	Fras1	Mouse	63	4	5	95	3	48	true
OMIM:609136	Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease	MGI:98358	Sox10	Mouse	53	4	1	58	1	82	true
OMIM:113900	Progressive Familial Heart Block, Type 1A	MGI:98251	Scn5a	Mouse	51	4	2	8	1	39	true
OMIM:166600	Osteopetrosis autosomal dominant type 2	MGI:1347048	Clcn7	Mouse	61	4	5	33	1	59	true
OMIM:306400	Chronic granulomatous disease, X-linked	MGI:88574	Cybb	Mouse	52	4	2	23	1	37	true
OMIM:145900	Dejerine-Sottas disease	MGI:97631	Pmp22	Mouse	52	4	1	21	5	40	true
OMIM:107250	Anterior segment mesenchymal dysgenesis	MGI:1353569	Foxe3	Mouse	67	4	1	3	2	35	true
OMIM:143100	Huntington Disease	MGI:99578	Drd1	Mouse	57	4	1	58	14	66	false
OMIM:602482	Axenfeld-Rieger syndrome type 3	MGI:88180	Bmp4	Mouse	69	4	1	14	1	215	true
OMIM:270150	Sjogren's syndrome	MGI:101941	E2f1	Mouse	70	4	1	183	0	65	true
OMIM:269400	Sclerocornea, autosomal recessive	MGI:1916925	Pxdn	Mouse	74	4	1	8	2	34	true
OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	MGI:2447586	Fkrp	Mouse	54	4	1	34	1	45	true
OMIM:603165	Dermatitis, Atopic	MGI:2181407	Trpv3	Mouse	50	4	1	15	1	15	true
OMIM:203780	Alport Syndrome, Autosomal Recessive	MGI:104687	Col4a4	Mouse	58	5	4	12	2	33	true
OMIM:602722	Renal tubular acidosis, distal, autosomal recessive	MGI:2153480	Atp6v0a4	Mouse	65	5	1	7	2	33	true
OMIM:107480	Townes syndrome	MGI:1889585	Sall1	Mouse	58	5	3	81	1	37	true
OMIM:182230	Septooptic Dysplasia	MGI:96071	Hesx1	Mouse	61	5	3	137	9	48	false
OMIM:612529	Amelogenesis imperfecta, hypomaturation type, IIA2	MGI:1353466	Mmp20	Mouse	52	5	1	2	1	6	true
OMIM:203300	Hermansky-Pudlak Syndrome 1	MGI:2177763	Hps1	Mouse	57	5	4	19	7	31	true
OMIM:604250	Hemochromatosis, Type 3	MGI:1354956	Tfr2	Mouse	61	5	2	5	1	11	true
OMIM:606593	Lig4 syndrome	MGI:1335098	Lig4	Mouse	64	5	2	28	1	79	true
OMIM:114550	Hepatocellular carcinoma	MGI:1352464	Nr1h4	Mouse	56	5	2	112	215	56	false
OMIM:187500	Tetralogy of Fallot	MGI:1306784	Cited2	Mouse	60	5	1	96	16	87	false
OMIM:607115	Chronic infantile neurological, cutaneous and articular syndrome	MGI:2653833	Nlrp3	Mouse	55	5	1	35	1	91	true
OMIM:131100	Multiple endocrine neoplasia, type 1	MGI:102851	Pdx1	Mouse	57	5	1	54	1	61	true
OMIM:180300	Rheumatoid Arthritis	MGI:1329019	Dnase2a	Mouse	81	5	2	6	10	19	true
OMIM:226980	Wolcott-Rallison dysplasia	MGI:1341830	Eif2ak3	Mouse	55	5	2	57	1	45	true
OMIM:603903	Sickle Cell Anemia	MGI:98385	Spta1	Mouse	57	5	1	243	34	104	false
OMIM:174050	Polycystic Liver Disease	MGI:107877	Prkcsh	Mouse	65	5	1	17	2	6	true
OMIM:139090	Gray Platelet Syndrome	MGI:2448554	Nbeal2	Mouse	58	5	2	23	3	26	false
OMIM:256000	Leigh syndrome	MGI:1343135	Ndufs4	Mouse	60	5	3	31	45	88	false
OMIM:301000	Wiskott-Aldrich syndrome	MGI:1891436	Foxp3	Mouse	60	5	1	138	4	158	false
OMIM:130700	Emphysema, Hereditary Pulmonary	MGI:96615	Itgb6	Mouse	63	5	1	3	0	12	true
OMIM:218700	Hypothyroidism, Congenital, Nongoitrous, 2	MGI:97492	Pax8	Mouse	58	5	3	28	2	83	true
OMIM:113800	Bullous ichthyosiform erythroderma	MGI:96698	Krt1	Mouse	59	5	1	22	8	21	false
OMIM:256300	Nephrotic Syndrome, Type 1	MGI:1859637	Nphs1	Mouse	66	5	4	19	1	25	true
OMIM:610921	Interstitial lung disease due to ABCA3 deficiency	MGI:1351617	Abca3	Mouse	55	5	3	7	1	26	true
OMIM:609597	Parietal Foramina 2	MGI:108359	Alx4	Mouse	46	5	1	7	1	27	true
OMIM:106210	Congenital aniridia	MGI:97490	Pax6	Mouse	67	5	6	147	13	174	false
OMIM:251850	Diarrhea 2, With Microvillus Atrophy	MGI:106598	Myo5b	Mouse	56	5	1	7	2	8	false
OMIM:203780	Alport Syndrome, Autosomal Recessive	MGI:104688	Col4a3	Mouse	58	5	5	12	2	48	true
OMIM:604286	Limb-girdle muscular dystrophy, type 2E	MGI:1346523	Sgcb	Mouse	58	5	2	9	1	21	true
OMIM:256450	Autosomal recessive hyperinsulinism due to SUR1 deficiency	MGI:1352629	Abcc8	Mouse	58	5	1	6	1	8	true
OMIM:101200	acrocephalosyndactylia	MGI:95523	Fgfr2	Mouse	65	5	5	515	16	324	false
OMIM:611938	Ventricular tachycardia, catecholaminergic polymorphic, 2	MGI:1309469	Casq2	Mouse	59	5	4	4	1	22	true
OMIM:208000	Arterial Calcification, Generalized, of Infancy, 1	MGI:97370	Enpp1	Mouse	53	5	2	7	1	63	false
OMIM:256730	Ceroid Lipofuscinosis, Neuronal, 1	MGI:1298204	Ppt1	Mouse	50	5	3	27	2	38	false
OMIM:118200	Charcot-Marie-Tooth disease type 1B	MGI:103177	Mpz	Mouse	48	5	2	19	1	29	true
OMIM:178600	Primary pulmonary hypertension	MGI:1095407	Bmpr2	Mouse	51	5	2	13	3	47	true
OMIM:601626	acute myeloid leukemia	MGI:96995	Kmt2a	Mouse	61	5	4	341	201	104	false
OMIM:192430	Shprintzen syndrome	MGI:105923	Ednra	Mouse	55	5	1	31	5	89	true
OMIM:265380	persistent fetal circulation syndrome	MGI:97362	Nos3	Mouse	67	5	1	58	3	209	false
OMIM:201400	Acth Deficiency, Isolated	MGI:1891158	Tbx19	Mouse	63	5	1	4	2	9	true
OMIM:181750	Scleroderma, Familial Progressive	MGI:88453	Col3a1	Mouse	62	5	1	65	0	24	false
OMIM:226700	Junctional epidermolysis bullosa, Herlitz type	MGI:99915	Lamb3	Mouse	50	5	2	18	3	13	true
OMIM:188400	DiGeorge syndrome	MGI:103178	Vegfa	Mouse	63	5	2	236	12	219	false
OMIM:158900	Facioscapulohumeral Muscular Dystrophy 1	MGI:1342270	Large	Mouse	50	5	1	17	1	62	false
OMIM:607078	Epiphyseal Dysplasia, Multiple, 5	MGI:1328350	Matn3	Mouse	54	5	1	20	1	11	true
OMIM:262500	Laron-type isolated somatotropin defect	MGI:95708	Ghr	Mouse	56	5	2	45	1	139	false
OMIM:606824	Glucose-galactose malabsorption	MGI:107678	Slc5a1	Mouse	56	5	1	7	1	19	true
OMIM:177200	Liddle Syndrome	MGI:104696	Scnn1b	Mouse	75	5	1	16	4	22	true
OMIM:604307	Cataract, coppock-like	MGI:88523	Crygc	Mouse	66	5	2	6	2	9	false
OMIM:194080	Denys-Drash syndrome	MGI:98968	Wt1	Mouse	55	5	6	30	1	82	true
OMIM:606764	gastrointestinal stromal tumor	MGI:96677	Kit	Mouse	68	5	5	56	7	215	false
OMIM:253200	Mucopolysaccharidosis type VI	MGI:88075	Arsb	Mouse	58	5	3	110	5	40	false
OMIM:600080	Myelocytic Leukemia-Like Syndrome, Familial, Chronic	MGI:96395	Irf8	Mouse	64	5	4	1	0	43	true
OMIM:269700	Lipodystrophy, Congenital Generalized, Type 2	MGI:97747	Pparg	Mouse	54	5	2	30	1	232	true
OMIM:262600	Pituitary hormone deficiency, combined 2	MGI:109330	Prop1	Mouse	57	5	2	8	3	36	true
OMIM:270550	Charlevoix-Saguenay spastic ataxia	MGI:1354724	Sacs	Mouse	46	5	1	28	1	19	true
OMIM:604367	PPARG-related familial partial lipodystrophy	MGI:97747	Pparg	Mouse	56	5	3	31	2	232	true
OMIM:302060	3-Methylglutaconic aciduria type 2	MGI:95541	Fkbp1a	Mouse	52	5	1	36	2	41	false
OMIM:610031	Polymicrogyria due to TUBB2B mutation	MGI:1920960	Tubb2b	Mouse	47	5	1	16	1	22	true
OMIM:613153	Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A5	MGI:2447586	Fkrp	Mouse	61	5	1	22	1	45	true
OMIM:601626	acute myeloid leukemia	MGI:2444354	Arid4a	Mouse	61	5	2	341	201	48	false
OMIM:187500	Tetralogy of Fallot	MGI:1341884	Hey2	Mouse	60	5	1	96	16	75	false
OMIM:155255	medulloblastoma	MGI:1355331	Olig2	Mouse	62	5	1	52	46	27	false
OMIM:182900	Spherocytosis, Type 1	MGI:87919	Add2	Mouse	77	5	1	7	1	32	true
OMIM:201475	Very long chain acyl-CoA dehydrogenase deficiency	MGI:895149	Acadvl	Mouse	60	5	3	18	1	36	true
OMIM:155600	CMM1	MGI:104738	Cdkn2a	Mouse	36	5	3	6	4	78	true
OMIM:608971	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Positive, Nk Cell-Positive	MGI:1345961	Coro1a	Mouse	47	5	4	10	5	31	false
OMIM:201450	Acyl-Coa Dehydrogenase, Medium-Chain, Deficiency of	MGI:87867	Acadm	Mouse	63	5	1	15	1	11	true
OMIM:175700	Greig cephalopolysyndactyly syndrome	MGI:95729	Gli3	Mouse	56	5	1	42	1	193	true
OMIM:136120	Fish-eye disease	MGI:96755	Lcat	Mouse	81	5	1	9	1	24	true
OMIM:146300	Hypophosphatasia, Adult	MGI:87983	Alpl	Mouse	48	6	8	10	1	31	true
OMIM:224700	Ebstein anomaly	MGI:1338938	Bmpr1a	Mouse	70	6	1	48	1	106	true
OMIM:207900	Argininosuccinate lyase deficiency	MGI:88084	Asl	Mouse	54	6	2	35	1	31	true
OMIM:265120	Surfactant Metabolism Dysfunction, Pulmonary, 1	MGI:1339752	Csf2	Mouse	56	6	2	12	3	61	true
OMIM:248450	Manitoba Oculotrichoanal Syndrome	MGI:2670972	Frem1	Mouse	59	6	1	13	1	44	true
OMIM:607208	Epileptic Encephalopathy, Early Infantile, 6	MGI:98246	Scn1a	Mouse	50	6	7	13	3	53	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:1338036	Bpifa1	Mouse	46	6	1	1	0	6	true
OMIM:609192	Loeys-Dietz Syndrome 1	MGI:95489	Fbn1	Mouse	67	6	1	36	1	131	true
OMIM:309400	Menkes Disease	MGI:99400	Atp7a	Mouse	58	6	6	127	1	126	false
DOID:11247	disseminated intravascular coagulation	ZFIN:ZDB-GENE-030131-264	serpinc1	Zebrafish	44	6	1	139	5	7	false
OMIM:155255	medulloblastoma	MGI:98834	Trp53	Mouse	61	6	12	52	46	271	false
OMIM:605670	Late-Onset Retinal Degeneration	MGI:2385958	C1qtnf5	Mouse	45	6	1	5	1	21	true
OMIM:600996	Arrhythmogenic Right Ventricular Dysplasia, Familial, 2	MGI:99685	Ryr2	Mouse	45	6	1	5	1	67	true
OMIM:108010	Arteriovenous Malformations of the Brain	MGI:95392	Eng	Mouse	51	6	1	4	1	55	true
OMIM:270150	Sjogren's syndrome	MGI:1338803	Aire	Mouse	68	6	3	183	0	84	true
OMIM:237310	Hyperammonemia, type III	MGI:2387600	Nags	Mouse	68	6	1	10	1	7	false
OMIM:103470	Albinism, Ocular, With Sensorineural Deafness	MGI:104554	Mitf	Mouse	60	6	14	14	2	122	true
OMIM:200990	acrocallosal syndrome	MGI:1098239	Kif7	Mouse	57	6	1	98	3	36	false
OMIM:204200	Juvenile neuronal ceroid lipofuscinosis	MGI:103555	Clcn3	Mouse	42	6	1	23	2	60	false
OMIM:602450	Severe Combined Immunodeficiency With Sensitivity to Ionizing Radiation	MGI:2441769	Dclre1c	Mouse	61	6	2	11	1	48	true
OMIM:131760	Epidermolysis Bullosa Simplex, Dowling-Meara Type	MGI:96688	Krt14	Mouse	63	6	3	15	2	14	true
OMIM:616037	Ciliary Dyskinesia, Primary, 30	MGI:1924859	Ccdc151	Mouse	64	6	1	9	1	6	true
OMIM:278000	Lysosomal acid lipase deficiency	MGI:96789	Lipa	Mouse	59	6	1	33	1	51	true
OMIM:114290	campomelic dysplasia	MGI:98371	Sox9	Mouse	60	6	8	146	1	162	false
OMIM:606952	Oculocutaneous albinism type 1B	MGI:98880	Tyr	Mouse	69	6	1	14	1	60	true
DOID:3635	congenital myasthenic syndrome	ZFIN:ZDB-GENE-980526-137	chrna1	Zebrafish	41	6	1	337	67	48	false
OMIM:613177	Cutis Laxa, Autosomal Recessive, Type 1C	MGI:1321395	Ltbp4	Mouse	65	6	1	24	1	45	false
OMIM:301000	Wiskott-Aldrich syndrome	MGI:105059	<null>	Mouse	59	6	2	138	4	56	false
OMIM:270960	Spermatogenesis arrest	MGI:109542	Sycp3	Mouse	65	6	1	3	1	10	true
OMIM:605714	Cerebral Amyloid Angiopathy, App-Related	MGI:88059	App	Mouse	43	6	1	19	1	51	true
OMIM:613630	Cocoon Syndrome	MGI:99484	Chuk	Mouse	66	6	3	10	1	125	true
OMIM:255800	Schwartz-Jampel Syndrome, Type 1	MGI:96257	Hspg2	Mouse	52	6	4	111	1	122	true
OMIM:608232	Leukemia, Chronic Myeloid	MGI:107576	Sipa1	Mouse	55	6	2	68	3	13	false
OMIM:263200	Autosomal recessive polycystic kidney disease	MGI:1933388	Bicc1	Mouse	57	6	6	37	6	39	false
OMIM:263200	Autosomal recessive polycystic kidney disease	MGI:97603	Pkd1	Mouse	57	6	1	37	6	155	false
OMIM:193100	Hypophosphatemic Rickets, Autosomal Dominant	MGI:1891427	Fgf23	Mouse	67	6	2	20	1	57	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:106652	Trove2	Mouse	67	6	3	13	11	11	true
OMIM:255320	Minicore Myopathy With External Ophthalmoplegia	MGI:99659	Ryr1	Mouse	47	6	1	28	1	86	true
OMIM:115700	Cataract 4, Multiple Types	MGI:88524	Crygd	Mouse	60	6	2	1	1	8	true
OMIM:264800	Pseudoxanthoma Elasticum	MGI:1351634	Abcc6	Mouse	52	6	2	112	7	12	false
OMIM:187500	Tetralogy of Fallot	MGI:107718	Dnah5	Mouse	59	6	1	96	16	74	false
OMIM:193400	von Willebrand disease type 1	MGI:98941	Vwf	Mouse	63	6	1	15	1	12	true
OMIM:155255	medulloblastoma	MGI:105373	Ptch1	Mouse	61	6	12	52	46	123	false
OMIM:131300	Camurati-Engelmann Disease	MGI:104554	Mitf	Mouse	55	6	1	69	1	122	false
OMIM:173900	Polycystic kidney disease, adult type	MGI:5437073	b2b1291Clo	Mouse	51	6	1	6	1	12	true
OMIM:263300	polycythemia vera	MGI:94869	Dcc	Mouse	63	6	1	91	5	42	false
OMIM:603165	Dermatitis, Atopic	MGI:107361	Ctse	Mouse	48	6	1	15	1	17	true
OMIM:118300	Charcot-Marie-Tooth disease, type IE	MGI:97631	Pmp22	Mouse	50	6	1	13	1	40	false
OMIM:300624	Fragile 10 Mental Retardation Syndrome	MGI:95564	Fmr1	Mouse	49	6	8	122	6	70	false
OMIM:310200	Muscular Dystrophy, Duchenne Type	MGI:102700	Itga7	Mouse	58	6	1	79	9	26	false
OMIM:183600	Split-Hand/Foot Malformation 1	MGI:101927	Dlx6	Mouse	63	6	1	13	3	51	true
OMIM:106260	Ankyloblepharon-Ectodermal Defects-Cleft Lip/Palate	MGI:1330810	Trp63	Mouse	57	6	1	84	2	141	false
OMIM:601820	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	MGI:1270854	Gck	Mouse	62	6	1	4	1	33	true
OMIM:173900	Polycystic kidney disease, adult type	MGI:5437077	b2b1291.2Clo	Mouse	51	6	1	6	1	6	true
OMIM:130650	Beckwith-Wiedemann syndrome	MGI:98388	Sptbn1	Mouse	55	6	1	97	13	63	false
OMIM:614035	Deafness, Autosomal Recessive 29	MGI:1860425	Cldn14	Mouse	94	6	1	1	1	7	true
OMIM:272120	sudden infant death syndrome	MGI:103223	Vhl	Mouse	55	6	1	108	6	126	true
OMIM:125853	type 2 diabetes mellitus	MGI:88064	Ar	Mouse	63	6	1	473	168	182	false
OMIM:603830	Long Qt Syndrome 3	MGI:98251	Scn5a	Mouse	65	6	3	5	1	39	true
OMIM:601001	Epidermolysis bullosa simplex, autosomal recessive	MGI:96688	Krt14	Mouse	55	6	2	9	2	14	true
OMIM:270150	Sjogren's syndrome	MGI:98725	Tgfb1	Mouse	68	6	1	183	0	164	true
OMIM:223900	Familial dysautonomia	MGI:1914544	Ikbkap	Mouse	49	6	3	90	3	94	false
OMIM:181450	Ulnar-mammary syndrome	MGI:98495	Tbx3	Mouse	58	6	1	57	1	69	true
OMIM:613310	Exudative vitreoretinopathy 5	MGI:1889818	Tspan12	Mouse	55	6	1	6	1	9	true
OMIM:203655	Alopecia Universalis Congenita	MGI:96223	Hr	Mouse	52	6	3	9	1	109	false
OMIM:609821	Bleeding Disorder, Platelet-Type, 8	MGI:1918089	P2ry12	Mouse	57	6	2	5	3	5	true
OMIM:607015	Hurler-Scheie Syndrome	MGI:96418	Idua	Mouse	63	6	1	34	1	98	true
OMIM:601626	acute myeloid leukemia	MGI:95559	Flt3	Mouse	60	6	4	341	201	66	false
OMIM:607326	Smith McCort dysplasia	MGI:1918480	Dym	Mouse	54	6	1	24	1	23	true
OMIM:614837	Hypogonadotropic Hypogonadism 8 With or Without Anosmia	MGI:2148793	Kiss1r	Mouse	76	6	4	10	1	113	true
OMIM:143100	Huntington Disease	MGI:1919227	Zdhhc13	Mouse	55	6	1	58	14	48	false
OMIM:176670	progeria	MGI:1890508	Zmpste24	Mouse	58	6	3	365	5	72	false
OMIM:607594	Common variable immunodeficiency 1	MGI:1099800	Nfkb2	Mouse	69	6	3	18	2	118	true
OMIM:603720	Deafness, autosomal recessive 16	MGI:2153816	Strc	Mouse	79	6	1	1	1	5	true
OMIM:300071	Congenital stationary night blindness, type 2A	MGI:1859639	Cacna1f	Mouse	50	6	11	3	1	34	true
OMIM:114550	Hepatocellular carcinoma	MGI:109583	Pten	Mouse	55	6	3	112	215	459	false
OMIM:188400	DiGeorge syndrome	MGI:1313268	Chrd	Mouse	62	6	1	236	12	91	false
OMIM:137440	Gerstmann-Straussler-Scheinker syndrome	MGI:97769	Prnp	Mouse	52	6	3	45	1	59	true
OMIM:264350	Pseudohypoaldosteronism, Type I, Autosomal Recessive	MGI:104696	Scnn1b	Mouse	62	6	1	14	3	22	true
OMIM:217300	Cornea Plana 2, Autosomal Recessive	MGI:1202398	Kera	Mouse	55	6	1	4	1	5	true
OMIM:158810	Bethlem Myopathy 1	MGI:88459	Col6a1	Mouse	51	6	1	24	5	8	false
OMIM:192430	Shprintzen syndrome	MGI:5446153	b2b1941Clo	Mouse	54	6	1	31	5	26	true
OMIM:607903	Hypotrichosis 6	MGI:2661061	Dsg4	Mouse	71	6	1	8	2	49	true
OMIM:218030	Apparent Mineralocorticoid Excess	MGI:104720	Hsd11b2	Mouse	67	6	1	9	2	18	true
OMIM:147060	Hyperimmunoglobulin E syndrome	MGI:97848	Rag1	Mouse	52	7	1	37	1	65	true
OMIM:265800	Pycnodysostosis	MGI:107823	Ctsk	Mouse	56	7	3	53	1	55	true
OMIM:119800	clubfoot	MGI:1857644	Dbf	Mouse	53	7	1	66	2	116	false
OMIM:130700	Emphysema, Hereditary Pulmonary	MGI:1858901	Fut8	Mouse	61	7	1	3	0	13	true
OMIM:253400	Spinal Muscular Atrophy, Type 3	MGI:109257	Smn1	Mouse	52	7	2	141	16	60	false
OMIM:255700	Congenital myotonia, autosomal recessive form	MGI:88417	Clcn1	Mouse	48	7	2	9	1	33	true
OMIM:189960	Tracheoesophageal Fistula With or Without Esophageal Atresia	MGI:104327	Nog	Mouse	55	7	1	2	21	96	true
OMIM:161200	Nail-patella syndrome	MGI:1100513	Lmx1b	Mouse	56	7	4	80	1	109	false
OMIM:603165	Dermatitis, Atopic	MGI:2143599	Traf3ip2	Mouse	47	7	5	15	1	55	true
OMIM:259680	Chronic Recurrent Multifocal Osteomyelitis	MGI:1335088	Pstpip2	Mouse	48	7	1	27	0	39	true
OMIM:162200	Neurofibromatosis, Type 1	MGI:98834	Trp53	Mouse	52	7	2	167	11	271	false
OMIM:304800	Diabetes Insipidus, Nephrogenic, X-Linked	MGI:88123	Avpr2	Mouse	62	7	2	15	1	12	true
OMIM:104300	Alzheimer Disease	MGI:97769	Prnp	Mouse	44	7	2	5	14	59	true
OMIM:182280	Small cell lung cancer	MGI:98834	Trp53	Mouse	68	7	4	44	40	271	false
OMIM:615188	Cataract 39, Multiple Types	MGI:88522	Crygb	Mouse	59	7	6	1	1	4	true
OMIM:601626	acute myeloid leukemia	MGI:1098280	Crebbp	Mouse	59	7	1	341	201	138	false
OMIM:109350	GER	MGI:1330810	Trp63	Mouse	61	7	1	123	4	141	false
OMIM:257910	Oculopalatocerebral Syndrome	MGI:104738	Cdkn2a	Mouse	66	7	1	31	0	78	true
